id,company_name,address_1,address_2,address_3,post_code,post_town,county,country,region,head_office_country,domain,phone,location_type,company_email,founded_date,company_age,industry,company_size,annual_revenue,annual_revenue_source,annual_revenue_confidence,full_address,company_name_status,company_name_issue,industry_status,industry_issue,head_office_country_status,head_office_country_issue,company_age_status,company_age_issue,domain_status,domain_issue
2378,Sharp Group,713 Leonard Forks,,Studio 21,,,Lincolnshire,England,,England,poole.com,7964418925.0,,Not Provided,2010-10-07,15.0,Retail,100.0,1108226.0,original,1.0,"713 Leonard Forks, , Studio 21",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2288,Kerr-Green,"Flat 21Y
Daniel Prairie",,,,Robertstad,Dundee City,,,England,nicholson.com,3349813113.0,Single Site,Not Provided,2000-07-08,34.0,Marketing,Unknown,3194370.0,original,1.0,"Flat 21Y
Daniel Prairie",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2418,Evans-Murray,"Studio 03
Metcalfe Mountains",,Studio 13,B6K 8SH,South Ann,Radnorshire,England,,England,owen-long.net,2121437861.0,Single Site,elaine00@barton.com,,Unknown,Unknown Industry,Unknown,6195935.0,global_median,0.4,"Studio 03
Metcalfe Mountains, , Studio 13",INVALID,POSSIBLE_PERSON_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,INVALID,MISSING_AGE,VALID,VALID_DOMAIN
2674,Marshall PLC,472 Richards View,,,S73 2EW,Port Fiona,Down,England,,England,cameron-edwards.com,2624935850.0,Branch,marionthompson@harris-thompson.com,2009-07-12,16.0,Unknown Industry,Unknown,7173054.0,original,1.0,472 Richards View,VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2391,Williams Inc,"Studio 1
Glenn Trace",,Flat 19,,Rachaelshire,Suffolk,England,Yorkshire And The Humber,England,wilson.com,2056092871.0,,Not Provided,,28.0,IT,200.0,5822081.0,original,1.0,"Studio 1
Glenn Trace, , Flat 19",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2592,"Gregory, Reynolds and Mason","Studio 99
Johnson Stravenue",,,BT31 0WL,,Shropshire,England,East of England,England,mills.com,8471052520.0,Branch,Not Provided,,33.0,Retail,50.0,6689722.699508043,model_imputed,0.6,"Studio 99
Johnson Stravenue",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2498,Gallagher-Thomas,6 Michael Green,,Studio 24,IG7V 6PG,Hughfort,Leicestershire,England,,England,webb.co.uk,6866312321.0,Branch,edwardsalexander@smith-king.org,,15.0,Education,200.0,5576112.0,original,1.0,"6 Michael Green, , Studio 24",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2138,Stephens Group,40 Roberts Garden,,Studio 62D,,East Lydialand,Surrey,England,North West England,England,hartley-mistry.net,Not Provided,Branch,tparry@pearce.biz,,27.0,Unknown Industry,100.0,10287557.0,original,1.0,"40 Roberts Garden, , Studio 62D",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2062,Stevenson and Sons,8 Morton Divide,,,G17 3YS,Waynefort,Antrim,England,East of England,Not Specified,Unknown Domain,1412246963.0,,Not Provided,,2.0,Unknown Industry,100.0,5599619.155524741,median_imputed,0.5,8 Morton Divide,VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2471,"Adams, Taylor and Sutton",7 Timothy Burg,,Flat 3,,Port Sandrastad,Flintshire,England,East of England,Not Specified,thompson-bond.co.uk,1450427225.0,Single Site,rebeccaball@baker.co.uk,,16.0,Retail,20.0,9304303.0,original,1.0,"7 Timothy Burg, , Flat 3",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2647,"Ford, Hayes and Todd","Studio 95
Graham Knoll",,,RG8A 9SX,Darrenside,East Ayrshire,England,West Midlands,England,johnson-gregory.com,2552594497.0,Single Site,marshallvanessa@whitehead-jones.com,,9.0,Manufacturing,Unknown,11820986.0,original,1.0,"Studio 95
Graham Knoll",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2128,Bentley-Lynch,"Studio 58D
Darren Crossroad",,Flat 52,,Swiftside,Lincolnshire,,Yorkshire And The Humber,Not Specified,morgan.net,9409790055.0,Branch,sally65@cox.com,2008-08-13,47.0,IT,Unknown,1069186.0,original,1.0,"Studio 58D
Darren Crossroad, , Flat 52",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2858,Fisher-Dawson,520 Mcdonald Pines,,Flat 9,L2 4LQ,,Wiltshire,England,West Midlands,England,Unknown Domain,1343913901.0,,claresmith@thomas-storey.biz,2016-08-31,14.0,Manufacturing,200.0,11354846.0,original,1.0,"520 Mcdonald Pines, , Flat 9",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2520,Wilson-Pratt,"Flat 56
Rachael Pike",,Flat 27G,DT82 3JQ,Harrisonton,Eilean Siar,,South East England,England,robinson-franklin.com,8144769205.0,Branch,lpowell@hart.net,2000-08-25,25.0,Marketing,50.0,5484383.078470862,median_imputed,0.5,"Flat 56
Rachael Pike, , Flat 27G",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2838,"Slater, Watson and James",38 Brooks Unions,,Studio 89P,CO2W 9YR,,Staffordshire,,Yorkshire And The Humber,England,Unknown Domain,Not Provided,,Not Provided,2008-05-18,47.0,Automotive,100.0,9770096.0,original,1.0,"38 Brooks Unions, , Studio 89P",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2637,Wilkins-Johnson,"Studio 01U
James Oval",,Studio 12A,N23 2YU,West Sarah,Worcestershire,England,East of England,England,king.org,Not Provided,,carlylawson@thomas-collins.com,,Unknown,Automotive,50.0,8964694.0,original,1.0,"Studio 01U
James Oval, , Studio 12A",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,INVALID,MISSING_AGE,VALID,VALID_DOMAIN
2064,Edwards-Cooper,"Studio 57Q
Walker Curve",,Flat 7,CT1V 7SR,New Nataliemouth,Hertfordshire,,North West England,England,Unknown Domain,2850311224.0,,aheath@oneill.com,,19.0,Transportation,100.0,7765480.0,original,1.0,"Studio 57Q
Walker Curve, , Flat 7",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2812,Russell-Jones,"Studio 97L
Lawrence Meadows",,Studio 43,E90 9TZ,Townsendborough,Surrey,,South East England,England,Unknown Domain,3175105106.0,Head Office,georgiathompson@taylor.net,2006-12-31,24.0,Retail,20.0,5897535.909001769,median_imputed,0.5,"Studio 97L
Lawrence Meadows, , Studio 43",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2014,Barnett-Freeman,20 Mccarthy Drives,,Studio 25G,WC2E 2WT,South Bruce,Lancashire,,,Not Specified,lee-hall.com,5627417981.0,Head Office,faulknerronald@little-edwards.biz,,Unknown,Education,20.0,6038571.0,original,1.0,"20 Mccarthy Drives, , Studio 25G",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,INVALID,MISSING_AGE,VALID,VALID_DOMAIN
2156,Burns-Bray,2 Andrew Expressway,,Flat 88,,New Malcolmland,Derry and Londonderry,England,South East England,England,Unknown Domain,9114658914.0,Head Office,barlowjason@clark-evans.com,,20.0,Manufacturing,20.0,8492618.0,original,1.0,"2 Andrew Expressway, , Flat 88",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2040,Middleton-Jones,14 Lord Parkway,,Studio 1,CW5M 0NA,New Francescahaven,,England,,England,Unknown Domain,2720576114.0,,Not Provided,,5.0,Education,20.0,4716988.0,original,1.0,"14 Lord Parkway, , Studio 1",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2492,"O'Neill, Carroll and Atkins",326 Janet Lodge,,Studio 1,WR14 5RE,Donaldmouth,North Ayrshire,England,East Midlands,England,Unknown Domain,Not Provided,,kmurray@moore.org,1990-10-30,37.0,Transportation,Unknown,6392288.0,original,1.0,"326 Janet Lodge, , Studio 1",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2379,Rogers-Lambert,"Studio 7
Danny Tunnel",,Studio 62G,W1 0NA,,,,London,Not Specified,Unknown Domain,3746184141.0,Single Site,zoe73@gardiner-martin.co.uk,1983-01-01,44.0,Unknown Industry,50.0,6198738.312358139,median_imputed,0.5,"Studio 7
Danny Tunnel, , Studio 62G",INVALID,POSSIBLE_PERSON_NAME,INVALID,MISSING_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2187,"Poole, Roberts and Russell","Flat 61T
Pearce Summit",,Studio 81,,,Wiltshire,England,South East England,Not Specified,walker.com,Not Provided,,charlieanderson@clark.com,2021-07-05,32.0,Hospitality,200.0,1701728.0,original,1.0,"Flat 61T
Pearce Summit, , Studio 81",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2763,"Green, Thompson and Matthews",64 Cooper Mountains,,Flat 5,HG78 2FT,,,England,,Not Specified,Unknown Domain,6842977747.0,,gcooper@jones.com,1977-09-19,48.0,Construction,Unknown,9227714.0,original,1.0,"64 Cooper Mountains, , Flat 5",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2216,Sharp-Hunt,"Studio 6
Thomas Fords",,Studio 40Z,,,Shropshire,England,,Not Specified,robinson-harris.biz,Not Provided,Head Office,kellydaniel@wright-mann.net,2012-08-09,13.0,Transportation,100.0,8986164.0,original,1.0,"Studio 6
Thomas Fords, , Studio 40Z",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2791,Chapman-Mellor,49 Heather Grove,,Flat 66,,,,England,,England,Unknown Domain,Not Provided,Branch,natalie73@smith-doyle.info,1997-08-08,28.0,Construction,Unknown,1755023.0,original,1.0,"49 Heather Grove, , Flat 66",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2052,Davies-Smith,"Studio 6
Harrison Wells",,Flat 3,B0H 5HH,Lynnburgh,Aberdeen City,England,London,England,kaur.net,4771600783.0,Single Site,Not Provided,1978-06-04,7.0,Automotive,Unknown,6115443.941298415,median_imputed,0.5,"Studio 6
Harrison Wells, , Flat 3",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2878,Clark Inc,042 Francis Squares,,Flat 2,,,East Dunbartonshire,England,East of England,England,thompson.com,Not Provided,,timothy56@kaur-smith.com,,Unknown,Health Care,20.0,2382462.0,original,1.0,"042 Francis Squares, , Flat 2",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,INVALID,MISSING_AGE,VALID,VALID_DOMAIN
2337,Davidson-Richards,"Studio 7
Sykes Row",,Flat 35,B8 6LP,,,England,Yorkshire And The Humber,England,phillips-mason.com,6840966573.0,Branch,elizabethrichardson@richards.com,,12.0,Unknown Industry,200.0,4026721.0,original,1.0,"Studio 7
Sykes Row, , Flat 35",INVALID,POSSIBLE_PERSON_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2748,Walker-Harris,971 Duncan Road,,Studio 4,LN8B 8RN,,Caernarvonshire,England,,Not Specified,williams.co.uk,Not Provided,Single Site,Not Provided,,Unknown,IT,Unknown,4491964.0,original,1.0,"971 Duncan Road, , Studio 4",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,INVALID,MISSING_AGE,VALID,VALID_DOMAIN
2719,"Parkin, Tomlinson and Grant",94 Wright Mill,,Flat 16A,DN3 7HZ,,Devon,England,,Not Specified,brown.net,5114326037.0,Head Office,bruce02@pickering.com,2000-11-19,4.0,Hospitality,20.0,9905673.0,original,1.0,"94 Wright Mill, , Flat 16A",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2724,"Kent, Green and Whitehouse","Studio 73C
Begum Corner",,Flat 6,,,Pembrokeshire,,,England,andrews.com,4979443918.0,,martin56@hodgson.biz,,38.0,Marketing,Unknown,5484383.078470862,median_imputed,0.5,"Studio 73C
Begum Corner, , Flat 6",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2295,Walker LLC,8 Francis Ville,,Flat 85H,M7 4AF,,,England,,England,Unknown Domain,8008770932.0,Branch,louise89@hodgson.com,2023-07-22,2.0,Unknown Industry,50.0,6198738.312358139,median_imputed,0.5,"8 Francis Ville, , Flat 85H",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2701,Slater-Weston,499 Graham Locks,,Flat 83G,BL81 2ET,Port Rebeccafurt,,,,England,jones.info,Not Provided,Branch,alison40@middleton.org,2021-06-08,4.0,Transportation,20.0,7240626.658755358,median_imputed,0.5,"499 Graham Locks, , Flat 83G",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2251,Jordan-Steele,40 Townsend Prairie,,Flat 79,M60 2ZE,,,England,South East England,Not Specified,reeves.info,4705980831.0,,kreynolds@morris-davey.info,1992-02-29,1.0,Manufacturing,200.0,6668648.023334119,model_imputed,0.6,"40 Townsend Prairie, , Flat 79",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2726,"Morris, West and Francis","Studio 9
Hobbs Squares",,Studio 76W,WD8 6BJ,New Denisfurt,,England,West Midlands,England,morris.com,Not Provided,Head Office,hsmith@collins.com,,18.0,Unknown Industry,200.0,7356885.0,original,1.0,"Studio 9
Hobbs Squares, , Studio 76W",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2461,Evans and Sons,50 Kay Point,,,NP8P 8EG,Port Gavinside,Cardiganshire,England,West Midlands,England,clark-harris.com,Not Provided,Single Site,peacocksharon@kelly.biz,,15.0,Health Care,Unknown,6727358.0,original,1.0,50 Kay Point,VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2455,Mills Group,"Studio 26
Amelia Squares",,Flat 26V,,Sarahhaven,,England,North West England,England,khan.org,Not Provided,Head Office,Not Provided,2007-12-13,18.0,Automotive,20.0,5323257.1507921405,model_imputed,0.6,"Studio 26
Amelia Squares, , Flat 26V",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2596,Roberts LLC,417 Charlie Roads,,,,Wayneton,Denbighshire,England,London,Not Specified,burrows-pugh.com,6231477002.0,Head Office,Not Provided,1995-01-12,30.0,Unknown Industry,Unknown,6195935.0,global_median,0.4,417 Charlie Roads,VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2815,"Adams, Singh and Peters","Studio 18H
Jasmine Streets",,Studio 44,,,Dorset,England,London,Not Specified,Unknown Domain,3870130804.0,Single Site,andrea17@townsend-rogers.com,1985-07-31,40.0,Hospitality,Unknown,5007947.0,original,1.0,"Studio 18H
Jasmine Streets, , Studio 44",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2862,"Pickering, Davies and Mills",85 Bradley Fork,,Flat 6,,Lake Adrianside,,England,East Midlands,Not Specified,Unknown Domain,6667555808.0,Branch,Not Provided,1991-01-06,34.0,Construction,Unknown,4713925.0,median_imputed,0.5,"85 Bradley Fork, , Flat 6",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2269,Hyde-Carter,93 Parkinson Springs,,Flat 36L,,South Ashleighburgh,Bedfordshire,England,,Not Specified,bentley.com,2053546225.0,,webbgerard@hill-davies.biz,,37.0,Hospitality,50.0,10757525.0,original,1.0,"93 Parkinson Springs, , Flat 36L",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2201,Holmes-Walker,9 Carole Avenue,,Studio 34M,E4 1UD,New Annefurt,Staffordshire,England,,Not Specified,Unknown Domain,4073112161.0,Single Site,ghall@wyatt.com,,28.0,Education,Unknown,2306851.0,original,1.0,"9 Carole Avenue, , Studio 34M",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2161,Franklin-West,"Flat 93O
Smith Stream",,Flat 19,RH3W 8EG,,,,London,England,Unknown Domain,Not Provided,Head Office,Not Provided,,31.0,Education,100.0,5298434.907945729,median_imputed,0.5,"Flat 93O
Smith Stream, , Flat 19",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2555,Ashton-Coates,"Studio 38I
Herbert Ridges",,Studio 7,,South Eric,Derbyshire,England,South East England,Not Specified,Unknown Domain,1949620063.0,Branch,Not Provided,2012-12-05,13.0,Construction,Unknown,10256771.0,original,1.0,"Studio 38I
Herbert Ridges, , Studio 7",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2729,"Wallis, Parker and Rose","Flat 55R
Singh Crest",,Flat 03M,L9W 6HA,Port Josephinechester,South Yorkshire,England,East Midlands,England,Unknown Domain,3240746582.0,Head Office,jemma60@lambert-burgess.com,,22.0,Unknown Industry,100.0,2658956.0,original,1.0,"Flat 55R
Singh Crest, , Flat 03M",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2401,Evans Ltd,"Flat 22
Christopher Rue",,Studio 5,,North Janice,,,,Not Specified,king.co.uk,4317561046.0,Single Site,Not Provided,,Unknown,IT,100.0,10582561.0,original,1.0,"Flat 22
Christopher Rue, , Studio 5",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,INVALID,MISSING_AGE,VALID,VALID_DOMAIN
2702,"Taylor, Burton and Martin",821 Duncan Course,,Studio 4,LD3V 1ES,,Merseyside,England,East Midlands,England,hodgson-lewis.org,Not Provided,Single Site,martinnigel@rees.com,,36.0,Unknown Industry,Unknown,2895605.0,original,1.0,"821 Duncan Course, , Studio 4",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2476,"Francis, Barnett and Townsend",4 Evans Flats,,Flat 4,G78 9RH,Foxview,Renfrewshire,England,North West England,England,thomas-evans.com,9628189518.0,Head Office,Not Provided,1995-08-28,48.0,Unknown Industry,100.0,5599619.155524741,median_imputed,0.5,"4 Evans Flats, , Flat 4",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2821,Hopkins-Jones,"Studio 18
Hill Cliff",,,KA73 7NL,,West Dunbartonshire,England,London,Not Specified,Unknown Domain,8507636274.0,Branch,scottsykes@jones-sharp.com,2008-01-20,16.0,Marketing,20.0,4692196.287964586,model_imputed,0.6,"Studio 18
Hill Cliff",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2771,Clements-Potter,387 Warner Trace,,Studio 6,S82 4XB,New Clivemouth,East Sussex,England,,Not Specified,fisher.com,9147841771.0,,sara62@cox-hutchinson.com,1989-05-04,36.0,Automotive,200.0,3321348.0,original,1.0,"387 Warner Trace, , Studio 6",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2105,Cooper-West,"Flat 18
Clayton Pike",,Studio 5,,East Lynnemouth,Wiltshire,England,East Midlands,England,dawson.com,1859110385.0,Head Office,kim35@newton-hayes.biz,,44.0,Unknown Industry,20.0,2156393.0,original,1.0,"Flat 18
Clayton Pike, , Studio 5",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2565,Howell-Gill,62 Mann Lakes,,Studio 6,,,Northumberland,England,East of England,England,Unknown Domain,Not Provided,,egray@hughes.co.uk,,Unknown,Automotive,Unknown,5848232.0,original,1.0,"62 Mann Lakes, , Studio 6",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,INVALID,MISSING_AGE,INVALID,MISSING_DOMAIN
2389,Lees Inc,59 Craig Mission,,,SO93 1WG,South Joan,Fife,England,North West England,England,jenkins-hughes.com,Not Provided,,ruthchambers@higgins-russell.net,2021-07-30,4.0,Manufacturing,Unknown,4415085.0,original,1.0,59 Craig Mission,VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2001,Reed Ltd,"Flat 0
Mitchell Extension",,,,Parsonsborough,Lincolnshire,England,East Midlands,Not Specified,sanders.com,Not Provided,Branch,malcolm03@noble.info,,Unknown,Construction,20.0,2694522.0,original,1.0,"Flat 0
Mitchell Extension",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,INVALID,MISSING_AGE,VALID,VALID_DOMAIN
2332,"Brown, Bryant and Hughes","Flat 1
Emma Motorway",,Flat 47,,Port Malcolmside,,,East Midlands,Not Specified,parker-lee.com,1468476208.0,Single Site,Not Provided,2006-05-08,19.0,IT,50.0,7063033.0,original,1.0,"Flat 1
Emma Motorway, , Flat 47",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2324,Gregory PLC,548 Bradley Glens,,Flat 3,,Coopershire,Greater Manchester,England,East Midlands,England,butler.com,7058693421.0,Branch,Not Provided,1995-07-21,10.0,Retail,Unknown,11723887.0,original,1.0,"548 Bradley Glens, , Flat 3",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2561,"Blake, Cole and Carr","Flat 8
Gough Trafficway",,Flat 0,GL4W 1FE,Port Charleneview,Breconshire,,,Not Specified,fletcher.com,8861378265.0,Head Office,Not Provided,,44.0,Marketing,100.0,3640686.0,original,1.0,"Flat 8
Gough Trafficway, , Flat 0",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2080,Cook-Powell,323 Scott Meadow,,,L95 9HU,Amberside,,England,North West England,England,Unknown Domain,8665241092.0,Single Site,Not Provided,,38.0,Unknown Industry,50.0,7372653.0,original,1.0,323 Scott Meadow,VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2205,"Patel, Watkins and Palmer",7 Gibson Fields,,Studio 5,,Glennmouth,,England,,England,wilson.com,1245826886.0,,Not Provided,1998-06-24,38.0,Unknown Industry,100.0,2312558.0,original,1.0,"7 Gibson Fields, , Studio 5",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2034,"West, Ward and Buckley",723 Begum Keys,,Flat 5,WD5 4QS,,Cumbria,,North West England,England,hudson.biz,8917912691.0,Branch,smorton@singh.net,2006-01-03,23.0,Health Care,200.0,8664433.0,original,1.0,"723 Begum Keys, , Flat 5",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2775,"Taylor, Russell and White","Studio 5
Howells Drive",,,JE95 2SP,Lake Cameronshire,,England,,England,dunn.com,6691817552.0,Head Office,Not Provided,2016-07-06,12.0,Health Care,Unknown,5901629.0,median_imputed,0.5,"Studio 5
Howells Drive",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2508,Bartlett Ltd,"Flat 31X
Kerr Shores",,Studio 15,TF0 0PW,Lake Jade,,,South East England,England,Unknown Domain,2057593156.0,Branch,matthewscharlie@butler-gray.com,2019-06-24,6.0,Manufacturing,100.0,3476873.0,original,1.0,"Flat 31X
Kerr Shores, , Studio 15",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
